21:03:52 INFO    kirki-ecom-tests: STEP | browser session started — window will stay open until all tests finish
21:03:53 DEBUG   kirki-ecom-tests: created product id=143 'Admin Test T-Shirt'
21:03:53 INFO    kirki-ecom-tests: STEP | created admin product id=143
21:03:53 INFO    kirki-ecom-tests: STEP | deleted product id=143
21:03:54 INFO    kirki-ecom-tests: STEP | fetched products response via REST: <class 'dict'>
21:03:55 INFO    kirki-ecom-tests: STEP | fetched sales analytics report: <Response [404]>
21:03:55 INFO    kirki-ecom-tests: STEP | fetched top sellers report: <Response [404]>
21:03:56 INFO    kirki-ecom-tests: STEP | fetched customer analytics: <Response [404]>
21:03:57 INFO    kirki-ecom-tests: STEP | fetched general store settings via REST
21:03:57 INFO    kirki-ecom-tests: STEP | fetched shipping profiles: <Response [200]>
21:03:58 INFO    kirki-ecom-tests: STEP | fetched shipping boxes: <Response [200]>
21:03:59 INFO    kirki-ecom-tests: STEP | fetched attributes list: status=200
21:04:01 INFO    kirki-ecom-tests: STEP | fetched brands list: status=200
21:04:04 INFO    kirki-ecom-tests: STEP | fetched categories list: status=200
21:04:08 INFO    kirki-ecom-tests: STEP | fetched collections list: status=200
21:04:09 INFO    kirki-ecom-tests: STEP | created collection id=6 title=KECOM_TEST_Coll_951d9c8da3
21:04:09 INFO    kirki-ecom-tests: STEP | retrieved collection id=6
21:04:09 INFO    kirki-ecom-tests: STEP | cleaned up collection id=6
21:04:10 INFO    kirki-ecom-tests: STEP | updated collection id=7 new_title=KECOM_TEST_CollNew_b0e8a05836
21:04:10 INFO    kirki-ecom-tests: STEP | deleted collection id=8
21:04:11 INFO    kirki-ecom-tests: STEP | bulk deleted collections ids=[9, 10]
21:04:12 INFO    kirki-ecom-tests: STEP | fetched customers list: status=200
21:04:15 INFO    kirki-ecom-tests: STEP | searched customers with prefix: status=200
21:04:15 INFO    kirki-ecom-tests: STEP | fetched countries list: status=200
21:04:16 INFO    kirki-ecom-tests: STEP | fetched country US details: status=200
21:04:17 INFO    kirki-ecom-tests: STEP | fetched store pages list: status=200
21:04:17 INFO    kirki-ecom-tests: STEP | fetched product schemas: status=200
21:04:18 INFO    kirki-ecom-tests: STEP | fetched /variants: status=200
21:04:18 INFO    kirki-ecom-tests: STEP | fetched /product-variants: status=200
21:04:19 INFO    kirki-ecom-tests: STEP | generated new coupon code: status=200
21:04:20 INFO    kirki-ecom-tests: STEP | validated coupon code: status=200
21:04:20 INFO    kirki-ecom-tests: STEP | fetched offline payment methods: status=200
21:04:21 INFO    kirki-ecom-tests: STEP | created offline payment gateway id=fbd059ed-7749-41af-9c80-d9da19a3125a name=KECOM_TEST_CheckPayment_9679a18e3d
21:04:21 INFO    kirki-ecom-tests: STEP | updated offline payment gateway id=fbd059ed-7749-41af-9c80-d9da19a3125a
21:04:21 INFO    kirki-ecom-tests: STEP | deleted offline payment gateway id=fbd059ed-7749-41af-9c80-d9da19a3125a
21:04:22 INFO    kirki-ecom-tests: STEP | fetched online payment gateways: status=200
21:04:22 INFO    kirki-ecom-tests: STEP | fetched installable online payment providers: status=200
21:04:23 INFO    kirki-ecom-tests: STEP | fetched currency exchange providers: status=200
21:04:24 DEBUG   kirki-ecom-tests: created product id=144 'KECOM_TEST_DupOrig_33bff595a9'
21:04:24 INFO    kirki-ecom-tests: STEP | duplicated product id=144: status=201
21:04:24 INFO    kirki-ecom-tests: STEP | cleaned up duplicated product id=145
21:04:25 DEBUG   kirki-ecom-tests: created product id=146 'KECOM_TEST_BProd1_4c42d547fc'
21:04:25 DEBUG   kirki-ecom-tests: created product id=147 'KECOM_TEST_BProd2_feaf93e27b'
